user,vote,star,date,comments
白塔白石搭,0,2,2018-01-12,"太啰嗦，没有多少关乎未来，第一章已经抛出观点，2到7章很可能是《人类简史》的概述。8章以后讨论人工智能和生物医学等科技的发展，对传统伦理道德，社会结构的影响有怎样的可能。不停提到宗教，神，对于我们世俗化国家来讲，难以忍受，太脑残了。"
大眼妹妹,0,4,2018-01-11,考研时没看完，今天终于翻完了。写的其实不是很深，轻飘飘的掠过可能会发生的一场哲学层面的范式革命。就像作者说的，希望那个时候我已经死了。唉无力。
伏地罗,0,5,2018-01-11,数据主义
草色,0,4,2018-01-11,《人类简史》后半部分的加长版，没有超出《人类简史》的新观点。
大笨钟,0,3,2018-01-11,第一本人类简史好看些
Neo,0,5,2018-01-11,这条评论是我头脑的算法写下的。
漏网的咸鱼,0,4,2018-01-11,"还是第一部更惊艳人如何变成神最后又变成了垃圾（数据）第二部前面重复铺垫太长啦，重点就在于后面百分之四十吧！所有的预测的支撑和基础就是【人工智能】和【生物科学】最喜欢【体验的自我】与【叙事的自我】这一段了"
朋朋lip,0,4,2018-01-10,不如人类简史好看，感觉出来的有点仓促了
韩子路,0,5,2018-01-10,数据，数据，数据……
黄 哲铭,0,4,2018-01-10,依旧是好读的翻译。未来简史，感觉没有简史的感觉。提出了近未来的一些可能性。部分内容和人类简史重复。不过不得不说诸多观点仍然很有启发性。有关数据的收集，智能社会对人文主义的威胁都很独到。是本值得一读的书。
PlanetX,0,5,2018-01-10,智能是算法，经验是数据，人是计算机。
Ecoone,0,4,2018-01-10,脑洞大开！他对未来的推测同《她》里头的景象极其相似。同时也给了我们全新视角，家庭，公司甚至国家都是人类的共同想象，智人之所以崛起是因为拥有能够进入同一个幻象的能力，而生活本是无意义的虽然被某些哲学家反复强调，但依旧不愿接受这个事实。因为那太无趣了
伟大的手掌,0,5,2018-01-10,程序化是个很好的构思
武者之心,0,5,2018-01-09,相当大的脑洞，让我很多时候都无法发表见解。我想起了曾经有一个说法是最高等的智慧文明是恒星，原来以为是天方夜谭，现在看来也未必不可能。很佩服译者，能将如此复杂的科学幻想书籍翻译得这么好。
波波,0,4,2018-01-09,作者对生物、计算机等科学的理解不足以让其掌握如此宏大的主题，诸如“算法”等概念缺乏Definiteness。尽管如此，本书对于理解过去、现在和未来都具有启发意义。
WorldNote,0,0,2018-01-09,"1、虚构故事是人类社会的基础和支柱；
2、过去几百年，科技，经济和政治的进步，打开了一张日益强大的安全网，是的人类脱离了生物贫穷线；
3、从以人为中心的世界观，走向以数据为中心的世界观，这种转变并不只是一场哲学意义的革命，而是真真切切影响我们的生活；"
西娅,0,3,2018-01-09,“神性的人类如何对待普通人，可以参考现在的人类如何对待别的动物。” 除此以外对未来的想象还是太少啦
在南方,0,5,2018-01-09,即将到来的数据主义就是17世纪的人文主义思想革命，会很痛苦，但是是必然，因为人类要升级，而这一次升级的秘方不是蒸汽机、火车🚂而是算法、大数据。
烧烤冰激凌,0,3,2018-01-09,这两年里，相当被过誉的一本续作。同前作人类简史相比，本书基本上是抄了一半，再加上改编凯文凯利等人的作品。前半部重复人类简史的概念和理论，后半部语焉不详啰里八嗦的讲智能和算法。大家大可不必浪费时间了。
默默,0,5,2018-01-09,一切生物都是算法
Mr.骑士Knight,0,4,2018-01-09,No.1 2018的第一本书。读完这本书，收益匪浅。但是也感觉懵懵懂懂。人类未来发展的趋势，谁也说不准。你作者提供了一些想法。无论未来怎么发展，在自己这一代，可能变化不是太大，这是我此刻的想法。
朝鲜的机枪兵,0,0,2018-01-09,读的时候满脑子“关我屁事”和“你们开心就好” : (
bzinka Zhiyuan ,0,5,2018-01-09,逻辑分析缜密，论证材料博古通今。极度推荐，即使书中一些想法非常疯狂。作为一个自然科学领域的学生，此书刷新了我部分科学观。
JoyceCheng,0,4,2018-01-08,赫拉利先生，您下一部简史是关于什么的呢？
mingm,0,3,2018-01-08,算法统治世界的观点不太认同
steam,0,5,2018-01-08,"1. 原来是这样，还可以这样啊，真的会这样吗？作者提供的视角让人只能赞其大神；
2. 部分阐述让我想起了科幻片《人工智能》、《机械公敌》、《少数派报告》；
3. 专业相关，故知道目前的人工智能可以决策、但无法推理，以至于部分内容不容易成立，所以这些假想有待商榷；
4. 文章里也提供很多以往的推断没几年就被推翻的例子，也可以套用在本书上，所以大家也不必惊恐这肯定就是未来的样子。"
豫歌儿,0,5,2018-01-08,"在专家眼中，经济机制就是收集关于欲望和能力的数据，再转化为决策。——尤瓦尔·赫拉利
"
此夜彼歌,0,5,2018-01-08,对于本书内容的评价无需赘述，只是刚刚读完，结尾处那一句“他就是我的万物互联”表白仍然让我觉得莫名感动。
Snoooow,0,3,2018-01-08,和《人类简史》有很多重合的思想，新颖性和颠覆性都都不太足够，一些问题也是老生常谈的警钟长鸣而已。 
Milk@BJ/CD,0,3,2018-01-08,不如《人类简史》，可能对未来的看法更难描述，作者在本书中对科技发展的态度谨慎悲观啊。
james,0,4,2018-01-08,2018年第一本书，未来简史在我看来要比第一部人类简史更好，很多推演看起来天马行空，但确实丝丝入扣逻辑合理。
Reparo,0,5,2018-01-08,尼采说，上帝已死，人文主义的浪潮便席卷全球。如今，大数据时代降临，算法当道，人文主义已经奄奄一息，丧钟即将敲响，颠覆式的变革近在眼前。每个人都应该潜心思考，未来的可能性将会是哪一种。
无雨无晴,0,3,2018-01-08,跟他另一部作品相比逊色许多
叶忠兴,0,4,2018-01-08,总体来说觉得作者的点很丰富也很精准，激发对人类学、历史学和哲学的思考。其他读者觉得书中写的就是作者的观点。我个人倒觉得作者只是从某个人文主义或者数据自由的角度出发，继续推演的一个“未来”世界，并非代表就是作者的立场。
雨化清秋,0,4,2018-01-07,未来，想象是很重要的，有些东西，冥冥中，就是再往那个方向发展，我们也是在无意识的追寻这。
summer  blue,0,5,2018-01-07,感觉作者是个天才，言之凿凿几乎带跑我原本的三观，很多不可思议的论点，但仔细想想似乎可能性相当大。期待文中“数据主义”的到来，如果那时每个人身边都有一个类似大白的私人管家，即便偏离了“自由主义”强调个人意识的轨道，但在初期应该依然大大提升了个人生活的幸福指数
JH,0,5,2018-01-07,关于未来人工智能发展的思考，关于我们的孩子需要什么样的未来的思考
尕三郎,0,4,2018-01-10,跳出地球看人类与这个世界的关系，忽然一切都释然了。
greatabel,0,3,2018-01-07,"看过原版，翻译得还行；
很难描述他的感觉……就像忽然顿悟。接近死亡，反而让他感到前所未有地活着。过去在生命里，他也曾经有过那么几秒的时间，感觉死亡擦身而过，就像曾有辆狂飙的车忽然急转弯，差那么一点儿就要把他撞个正着。而在那天，他就一直活在那种感觉里，死亡就在他面前呼吸……一刻、一刻，又一刻，时间有三小时以上……战斗就是……一种心理和身体意识全开的状态。在街上的那些时候，他不是肖恩·尼尔森，他没有与什么更大的世界相连，没有账单要付，没有情感联结，什么都没有。他只是一个人，要从这一纳秒活到下一纳秒，从这口气活到下一口气，清楚知道这可能是自己的最后一纳秒、最后一口气。他觉得自己永远不一样了。"
没有脖子的疯子,0,5,2018-01-07,作为一个国际关系学生，我想问的一个问题是:人文主义假如会解体，那么围绕它建立的系统也将面对变革，新世界和新系统是什么样子的？
XZY,0,4,2018-01-07,读完发现是时候换工作了…
泡杯热茶看雨,0,4,2018-01-07,与人类简史是一个系列的丛书，主要是对于人类命运的推衍和思考。我们智人的个体价值 神圣性是否源于我们生化算法的优越性，那当有更先进优越的智能算法出现后，智人是否将无意义和价值。尤瓦尔·赫拉利 向我们展示了最为悲观的未来。人类可能不是在与外星入侵者的抗争中悲壮的毁灭，也可能不是由于人类自私贪欲爆发核战，互相毁灭。而可能是被人类所创造的更先进的算法取代，而失去个体存在的价值。万物互联，每个个体产生数据，成为大数据的一部分，由人类所不能理解的算法所完全控制，而这种算法会比我们更了解我们自己。它会告诉我们一切的答案。人类要么进行升级成为神，要不成为数据的一部分，不再有个体独立的价值和必要。人性甚至都不被保留，这种包含由原始大脑，生物腺体等操控的小情绪，可能被认为是不重要的。这个是悲哀和残酷的未来。
xiezi,0,3,2018-01-07,机场书店演讲范儿
无,0,5,2018-01-06,这一本有很多都是在重复上一本的内容，更多在强调怎样迈向神人，通过追求幸福，追求不死，从而获得神性。在追求的过程中科技一直不可或缺，从资本主义到想象共同体，从宗教追求意义到放弃宗教追求个人意义，从人文主义体现自由价值到生化研究对自由对意识的否定，从神主宰到人主宰再到数据主宰，人类的进化终极竟然是抛弃肉体而成为世界一体的数据流。这种结局跟这段时间看的科幻动漫或者电影特别契合。
认真生活,0,5,2018-01-06,如同人类简史一样，作者继续用深度思考后形成的世界观来重新解读智人的过去，展望人类未来的命运。难得的是，赫拉利的各种假设基于自己严密的逻辑和事实支撑，颠覆三观的同时也可提升自己的思考方式。
